"timestamp","acc1","acc2","acc3","gyro1","gyro2","gyro3","orientation1","orientation2","orientation3","orientation4","emg1","emg2","emg3","emg4","emg5","emg6","emg7","emg8"
"15:31:27.580769","1287","415","1439","-1384","-111","226","15049","1906","-4505","4246","-11","-6","11","8","64","-1","1","2"
"15:31:27.581129","1287","415","1439","-1384","-111","226","15049","1906","-4505","4246","-6","8","20","-38","-10","0","2","7"
"15:31:27.590710","1287","415","1439","-1384","-111","226","15049","1906","-4505","4246","-16","-5","-18","37","-21","-2","-3","-9"
"15:31:27.591163","1287","415","1439","-1384","-111","226","15049","1906","-4505","4246","-31","-11","2","-40","-25","-8","-5","-14"
"15:31:27.602719","1423","41","1503","-1438","-12","285","15054","1661","-4608","4220","10","0","-12","43","0","2","-5","-15"
"15:31:27.603178","1423","41","1503","-1438","-12","285","15054","1661","-4608","4220","19","17","37","-10","99","10","5","20"
"15:31:27.612910","1423","41","1503","-1438","-12","285","15054","1661","-4608","4220","0","-9","-36","9","11","3","2","-10"
"15:31:27.613242","1423","41","1503","-1438","-12","285","15054","1661","-4608","4220","14","4","9","-16","-30","3","-2","0"
"15:31:27.617298","1729","-129","1264","-1231","447","241","15065","1430","-4663","4205","-23","-9","-16","-50","-38","-7","-2","5"
"15:31:27.617516","1729","-129","1264","-1231","447","241","15065","1430","-4663","4205","4","16","3","64","-21","-9","-3","12"
"15:31:27.632470","1729","-129","1264","-1231","447","241","15065","1430","-4663","4205","1","-21","22","-28","-86","-6","-3","-3"
"15:31:27.632706","1729","-129","1264","-1231","447","241","15065","1430","-4663","4205","14","6","6","46","81","4","3","5"
"15:31:27.640022","1690","-218","1558","-1006","973","73","15109","1211","-4604","4182","8","-6","-12","-36","-22","-3","-2","-4"
"15:31:27.640235","1690","-218","1558","-1006","973","73","15109","1211","-4604","4182","-7","-1","-5","-26","-69","1","-2","-10"
"15:31:27.648951","1690","-218","1558","-1006","973","73","15109","1211","-4604","4182","7","11","12","38","32","19","6","20"
"15:31:27.649197","1690","-218","1558","-1006","973","73","15109","1211","-4604","4182","-19","0","-8","-83","-36","-24","-5","-4"
"15:31:27.662620","1582","-282","1599","-676","1341","121","15163","1023","-4464","4188","-15","-9","21","87","41","6","-4","-8"
"15:31:27.662933","1582","-282","1599","-676","1341","121","15163","1023","-4464","4188","3","-7","-6","-45","-93","-3","-4","-22"
"15:31:27.672722","1582","-282","1599","-676","1341","121","15163","1023","-4464","4188","-3","-4","7","-28","39","2","2","11"
"15:31:27.673130","1582","-282","1599","-676","1341","121","15163","1023","-4464","4188","5","-10","-8","33","4","3","0","-22"
"15:31:27.677704","1443","-191","1774","-510","1664","59","15242","859","-4220","4190","14","3","10","-9","-11","-12","4","18"
"15:31:27.678122","1443","-191","1774","-510","1664","59","15242","859","-4220","4190","-6","-9","-15","-69","-31","-21","-4","-6"
"15:31:27.693132","1443","-191","1774","-510","1664","59","15242","859","-4220","4190","-10","-10","-48","28","-2","38","-3","-8"
"15:31:27.693523","1443","-191","1774","-510","1664","59","15242","859","-4220","4190","4","4","24","27","-14","-8","-10","14"
"15:31:27.700759","1274","-124","1859","-367","1903","167","15320","704","-3927","4218","-9","-4","-20","-86","20","-38","-1","-9"
"15:31:27.701142","1274","-124","1859","-367","1903","167","15320","704","-3927","4218","3","1","13","109","58","13","2","-5"
"15:31:27.710552","1274","-124","1859","-367","1903","167","15320","704","-3927","4218","10","8","10","-54","42","48","10","8"
"15:31:27.711147","1274","-124","1859","-367","1903","167","15320","704","-3927","4218","10","7","-4","41","-20","-3","0","11"
"15:31:27.722734","1226","-127","1832","-277","2109","275","15394","551","-3595","4267","-20","-11","-9","14","0","14","-3","-16"
"15:31:27.723103","1226","-127","1832","-277","2109","275","15394","551","-3595","4267","-3","-10","3","-38","-20","-13","-4","3"
"15:31:27.732325","1226","-127","1832","-277","2109","275","15394","551","-3595","4267","-14","10","19","0","-16","-1","-5","-7"
"15:31:27.732751","1226","-127","1832","-277","2109","275","15394","551","-3595","4267","-3","-1","-43","-29","18","17","2","-5"
"15:31:27.737574","1074","-91","1847","-363","2272","331","15464","374","-3238","4320","6","6","25","-11","-16","-3","1","2"
"15:31:27.737921","1074","-91","1847","-363","2272","331","15464","374","-3238","4320","7","-2","0","37","27","6","2","17"
"15:31:27.752579","1074","-91","1847","-363","2272","331","15464","374","-3238","4320","-5","0","-7","-46","-52","-32","-6","-22"
"15:31:27.753027","1074","-91","1847","-363","2272","331","15464","374","-3238","4320","5","-5","-14","54","64","-3","-2","6"
"15:31:27.759857","862","-138","1902","-930","2410","597","15518","84","-2880","4395","7","-1","14","2","8","4","0","2"
"15:31:27.760217","862","-138","1902","-930","2410","597","15518","84","-2880","4395","-9","11","-8","-36","-25","14","2","-1"
"15:31:27.769853","862","-138","1902","-930","2410","597","15518","84","-2880","4395","-2","1","10","2","-41","-38","-8","-1"
