"2018-07-04T17:29:40.366819","emg","-1","0","0","3","-2","-1","0","-1","2018-07-04T17:29:40.365356"
"2018-07-04T17:29:40.367205","emg","-3","-5","0","-5","-2","-3","0","-3","2018-07-04T17:29:40.366005"
"2018-07-04T17:29:40.373261","acc","1451","-1397","410","gyro","-27","16","-17","quat","10551","-10053","-2316","-7120","2018-07-04T17:29:40.372108"
"2018-07-04T17:29:40.381491","emg","1","4","-5","1","2","0","-1","-1","2018-07-04T17:29:40.380303"
"2018-07-04T17:29:40.381845","emg","-3","5","9","1","0","1","0","1","2018-07-04T17:29:40.380903"
"2018-07-04T17:29:40.388627","emg","-1","-19","0","-3","0","-1","0","0","2018-07-04T17:29:40.387595"
"2018-07-04T17:29:40.389130","emg","0","5","-2","-3","-3","-3","-2","0","2018-07-04T17:29:40.388034"
"2018-07-04T17:29:40.390246","acc","1454","-1382","438","gyro","11","9","-24","quat","10552","-10050","-2316","-7123","2018-07-04T17:29:40.389579"
"2018-07-04T17:29:40.395544","emg","-2","-6","2","2","-1","1","0","0","2018-07-04T17:29:40.394475"
"2018-07-04T17:29:40.395930","emg","0","2","-2","-4","-1","-1","0","0","2018-07-04T17:29:40.394887"
"2018-07-04T17:29:40.411270","emg","-2","0","-2","1","0","-1","-3","1","2018-07-04T17:29:40.410203"
"2018-07-04T17:29:40.411762","emg","-6","-3","0","-5","-3","0","0","3","2018-07-04T17:29:40.410694"
"2018-07-04T17:29:40.412931","acc","1465","-1366","444","gyro","40","6","-31","quat","10555","-10043","-2322","-7127","2018-07-04T17:29:40.412213"
"2018-07-04T17:29:40.418345","emg","15","13","6","6","0","0","0","-1","2018-07-04T17:29:40.417287"
"2018-07-04T17:29:40.418679","emg","-7","-16","-5","-6","-5","-3","-2","-2","2018-07-04T17:29:40.417771"
"2018-07-04T17:29:40.425910","emg","3","6","-4","-3","-2","-2","-1","-1","2018-07-04T17:29:40.424840"
"2018-07-04T17:29:40.426337","emg","-2","0","-2","-3","-3","1","-3","-4","2018-07-04T17:29:40.425306"
"2018-07-04T17:29:40.433016","acc","1455","-1317","445","gyro","72","4","-22","quat","10562","-10031","-2331","-7130","2018-07-04T17:29:40.432043"
"2018-07-04T17:29:40.440829","emg","1","0","2","0","-2","-2","-2","-1","2018-07-04T17:29:40.439806"
"2018-07-04T17:29:40.441157","emg","9","14","1","9","2","-1","0","1","2018-07-04T17:29:40.440290"
"2018-07-04T17:29:40.449022","emg","-6","-7","-5","-2","-1","0","0","0","2018-07-04T17:29:40.447878"
"2018-07-04T17:29:40.449394","emg","0","-3","-2","-5","1","0","-2","-1","2018-07-04T17:29:40.448395"
"2018-07-04T17:29:40.450445","acc","1445","-1307","442","gyro","65","-3","-6","quat","10569","-10022","-2338","-7131","2018-07-04T17:29:40.449669"
