"timestamp","acc1","acc2","acc3","gyro1","gyro2","gyro3","orientation1","orientation2","orientation3","orientation4","emg1","emg2","emg3","emg4","emg5","emg6","emg7","emg8"
"13:34:57.195048","1457","-535","1177","-5","8","8","-14267","799","7219","-3486","-1","2","-2","1","4","-1","-1","-1"
"13:34:57.195407","1457","-535","1177","-5","8","8","-14267","799","7219","-3486","-1","-5","-4","-2","0","-1","-4","2"
"13:34:57.204240","1457","-535","1177","-5","8","8","-14267","799","7219","-3486","8","0","-1","0","0","-2","-1","-6"
"13:34:57.204564","1457","-535","1177","-5","8","8","-14267","799","7219","-3486","11","1","-2","0","1","0","-3","4"
"13:34:57.210615","1456","-551","1178","0","7","10","-14266","800","7220","-3486","-1","0","-5","-2","-2","-1","1","-8"
"13:34:57.210955","1456","-551","1178","0","7","10","-14266","800","7220","-3486","-4","3","4","0","1","0","0","-5"
"13:34:57.224524","1456","-551","1178","0","7","10","-14266","800","7220","-3486","-8","2","2","-1","2","2","1","8"
"13:34:57.224865","1456","-551","1178","0","7","10","-14266","800","7220","-3486","7","-3","-2","-2","-4","-1","-4","-4"
"13:34:57.231517","1455","-523","1181","1","5","9","-14266","799","7220","-3486","-18","-4","0","-2","0","0","4","2"
"13:34:57.231726","1455","-523","1181","1","5","9","-14266","799","7220","-3486","12","-1","-4","-3","-5","-3","-3","8"
"13:34:57.242001","1455","-523","1181","1","5","9","-14266","799","7220","-3486","-6","-3","2","-3","3","-1","-1","-3"
"13:34:57.242219","1455","-523","1181","1","5","9","-14266","799","7220","-3486","-6","-3","-1","2","-2","1","-3","-6"
"13:34:57.254334","1449","-527","1187","-21","5","7","-14267","803","7219","-3485","0","-5","12","-2","5","0","-2","-9"
"13:34:57.254553","1449","-527","1187","-21","5","7","-14267","803","7219","-3485","-9","-2","9","0","2","1","1","-1"
"13:34:57.264037","1449","-527","1187","-21","5","7","-14267","803","7219","-3485","-3","-2","-4","1","-6","-2","-1","2"
"13:34:57.264304","1449","-527","1187","-21","5","7","-14267","803","7219","-3485","-2","0","-4","-3","-3","-2","-1","1"
"13:34:57.270272","1463","-520","1188","-40","3","0","-14267","808","7220","-3482","0","-1","-6","0","-3","1","-3","-4"
"13:34:57.270557","1463","-520","1188","-40","3","0","-14267","808","7220","-3482","-2","0","-1","-2","-6","-1","-1","-2"
"13:34:57.285366","1463","-520","1188","-40","3","0","-14267","808","7220","-3482","-1","2","0","-1","1","-1","-1","-7"
"13:34:57.285756","1463","-520","1188","-40","3","0","-14267","808","7220","-3482","-7","0","1","-2","4","-1","1","-3"
"13:34:57.292905","1455","-534","1184","-39","7","-1","-14267","814","7220","-3478","17","0","-1","-1","-4","-1","-1","-4"
"13:34:57.293290","1455","-534","1184","-39","7","-1","-14267","814","7220","-3478","-40","-1","-5","1","3","-1","0","-11"
"13:34:57.302793","1455","-534","1184","-39","7","-1","-14267","814","7220","-3478","-15","-1","-7","-2","-3","-1","-1","8"
"13:34:57.303199","1455","-534","1184","-39","7","-1","-14267","814","7220","-3478","7","1","-5","1","1","-3","-2","-2"
"13:34:57.315142","1456","-522","1190","-11","3","1","-14267","814","7220","-3478","12","1","-1","-3","3","-3","-2","8"
"13:34:57.315519","1456","-522","1190","-11","3","1","-14267","814","7220","-3478","2","-1","3","1","-2","1","-4","0"
"13:34:57.325068","1456","-522","1190","-11","3","1","-14267","814","7220","-3478","-8","-3","-1","-1","-2","-1","-1","-13"
"13:34:57.325475","1456","-522","1190","-11","3","1","-14267","814","7220","-3478","12","2","-2","-2","-4","-1","0","8"
"13:34:57.329952","1456","-522","1186","16","0","0","-14268","810","7219","-3479","-9","-1","-5","-1","-2","-2","-3","-8"
"13:34:57.330369","1456","-522","1186","16","0","0","-14268","810","7219","-3479","9","0","-1","0","-4","-1","0","4"
"13:34:57.345801","1456","-522","1186","16","0","0","-14268","810","7219","-3479","-5","-1","-3","-1","1","-1","-1","1"
"13:34:57.346212","1456","-522","1186","16","0","0","-14268","810","7219","-3479","-4","1","3","0","-2","1","1","-5"
"13:34:57.352721","1457","-497","1193","16","4","-2","-14269","805","7217","-3479","0","-1","-7","-2","-3","0","-1","-5"
"13:34:57.353099","1457","-497","1193","16","4","-2","-14269","805","7217","-3479","-5","0","-4","-4","1","-3","-2","-7"
"13:34:57.362291","1457","-497","1193","16","4","-2","-14269","805","7217","-3479","2","0","1","3","-1","-3","0","4"
"13:34:57.362647","1457","-497","1193","16","4","-2","-14269","805","7217","-3479","10","-2","-2","-1","-4","-1","-1","3"
"13:34:57.375204","1451","-504","1180","0","5","0","-14270","804","7216","-3479","-8","-2","-9","1","-1","-2","-6","-5"
"13:34:57.375571","1451","-504","1180","0","5","0","-14270","804","7216","-3479","-3","-5","15","1","-2","-2","2","1"
"13:34:57.384781","1451","-504","1180","0","5","0","-14270","804","7216","-3479","8","-5","-1","-2","-1","1","0","1"
"13:34:57.385134","1451","-504","1180","0","5","0","-14270","804","7216","-3479","-3","-1","-2","-1","1","-2","-2","0"
"13:34:57.390450","1442","-531","1190","-14","0","1","-14270","804","7216","-3479","-7","-4","-5","-2","0","-2","-2","-2"
"13:34:57.390835","1442","-531","1190","-14","0","1","-14270","804","7216","-3479","8","1","-4","-2","-5","0","0","4"
"13:34:57.405530","1442","-531","1190","-14","0","1","-14270","804","7216","-3479","5","-1","0","-1","-2","-1","0","2"
"13:34:57.405899","1442","-531","1190","-14","0","1","-14270","804","7216","-3479","-9","0","-1","2","0","0","-1","-11"
"13:34:57.413274","1452","-543","1187","-8","1","-1","-14270","804","7216","-3479","-5","-1","0","-5","0","0","-2","1"
"13:34:57.413635","1452","-543","1187","-8","1","-1","-14270","804","7216","-3479","2","3","2","1","-3","-1","-1","-1"
"13:34:57.422566","1452","-543","1187","-8","1","-1","-14270","804","7216","-3479","0","-3","-1","-1","-3","0","0","-4"
"13:34:57.422913","1452","-543","1187","-8","1","-1","-14270","804","7216","-3479","-10","-1","-1","-1","-1","2","0","1"
"13:34:57.435200","1452","-534","1185","13","0","-5","-14270","804","7216","-3479","-3","-3","0","0","2","0","-1","-5"
"13:34:57.435562","1452","-534","1185","13","0","-5","-14270","804","7216","-3479","10","0","-4","-2","0","-1","2","2"
"13:34:57.444859","1452","-534","1185","13","0","-5","-14270","804","7216","-3479","-3","1","0","-1","0","0","-4","-9"
"13:34:57.445265","1452","-534","1185","13","0","-5","-14270","804","7216","-3479","-12","-6","-2","-4","0","-2","0","-4"
"13:34:57.458828","1462","-543","1190","15","1","-5","-14270","804","7216","-3479","8","1","1","1","0","-1","1","12"
"13:34:57.459389","1462","-543","1190","15","1","-5","-14270","804","7216","-3479","16","1","-3","4","0","-3","-1","1"
"13:34:57.465666","1462","-543","1190","15","1","-5","-14270","804","7216","-3479","-19","-4","-1","-2","-2","-3","-1","-3"
"13:34:57.466054","1462","-543","1190","15","1","-5","-14270","804","7216","-3479","-3","-2","-9","-4","0","-1","-2","-6"
"13:34:57.473161","1461","-530","1200","13","-7","-6","-14270","804","7216","-3479","2","1","2","-1","0","-1","0","2"
"13:34:57.473552","1461","-530","1200","13","-7","-6","-14270","804","7216","-3479","-8","1","-5","-2","-3","0","-2","6"
"13:34:57.487992","1461","-530","1200","13","-7","-6","-14270","804","7216","-3479","-5","1","-1","0","-1","0","1","2"
"13:34:57.488407","1461","-530","1200","13","-7","-6","-14270","804","7216","-3479","6","4","-7","-1","-1","-1","2","2"
"13:34:57.495110","1468","-537","1212","1","-9","-2","-14270","804","7216","-3479","-11","1","9","1","3","-1","-2","5"
"13:34:57.495487","1468","-537","1212","1","-9","-2","-14270","804","7216","-3479","9","-3","-3","-3","2","3","-4","-5"
"13:34:57.505009","1468","-537","1212","1","-9","-2","-14270","804","7216","-3479","5","2","1","2","2","-2","0","4"
"13:34:57.505414","1468","-537","1212","1","-9","-2","-14270","804","7216","-3479","-10","-5","6","-2","3","-1","-3","-12"
"13:34:57.518710","1480","-564","1236","4","-16","-1","-14270","805","7215","-3479","15","-1","-5","0","-6","-2","0","1"
"13:34:57.519077","1480","-564","1236","4","-16","-1","-14270","805","7215","-3479","-14","-5","2","-1","-1","-1","1","-6"
"13:34:57.525643","1480","-564","1236","4","-16","-1","-14270","805","7215","-3479","8","8","20","0","0","-1","0","-1"
"13:34:57.526019","1480","-564","1236","4","-16","-1","-14270","805","7215","-3479","1","-1","-4","-1","-2","0","-3","3"
"13:34:57.532723","1554","-534","1411","81","-22","5","-14274","788","7205","-3487","34","0","1","0","0","-2","-1","13"
"13:34:57.533117","1554","-534","1411","81","-22","5","-14274","788","7205","-3487","-41","0","9","-2","-2","0","5","15"
"13:34:57.547682","1554","-534","1411","81","-22","5","-14274","788","7205","-3487","4","-1","6","-2","3","2","-5","-2"
"13:34:57.548083","1554","-534","1411","81","-22","5","-14274","788","7205","-3487","-11","9","19","2","3","2","-11","-43"
"13:34:57.555425","1742","-336","1698","-109","-122","189","-14271","788","7204","-3500","6","-3","4","3","3","-4","-4","-16"
"13:34:57.555803","1742","-336","1698","-109","-122","189","-14271","788","7204","-3500","1","6","4","-5","1","5","2","12"
"13:34:57.565106","1742","-336","1698","-109","-122","189","-14271","788","7204","-3500","-19","-7","36","-10","-2","7","3","-18"
"13:34:57.565508","1742","-336","1698","-109","-122","189","-14271","788","7204","-3500","7","3","-24","11","1","25","5","21"
"13:34:57.578484","1917","310","1794","-1283","-435","703","-14227","935","7287","-3474","-11","-1","-13","-6","-2","-3","9","5"
"13:34:57.579049","1917","310","1794","-1283","-435","703","-14227","935","7287","-3474","17","1","6","44","2","47","10","16"
"13:34:57.585741","1917","310","1794","-1283","-435","703","-14227","935","7287","-3474","-4","2","-31","-33","-1","20","-7","-18"
"13:34:57.586130","1917","310","1794","-1283","-435","703","-14227","935","7287","-3474","-3","0","36","32","0","-34","-3","2"
"13:34:57.592837","2392","1065","315","-1680","362","1010","-14194","1252","7306","-3470","-17","-10","-64","-40","-7","20","-8","-10"
"13:34:57.593225","2392","1065","315","-1680","362","1010","-14194","1252","7306","-3470","-1","-2","-9","-3","-1","-37","2","-14"
"13:34:57.607917","2392","1065","315","-1680","362","1010","-14194","1252","7306","-3470","9","0","-40","6","2","-32","-23","3"
"13:34:57.608300","2392","1065","315","-1680","362","1010","-14194","1252","7306","-3470","-4","-12","3","13","-8","60","22","0"
"13:34:57.615233","2208","-1226","862","-2119","1299","1605","-14191","1761","7176","-3529","-10","-2","-20","-23","6","-58","-16","1"
"13:34:57.615672","2208","-1226","862","-2119","1299","1605","-14191","1761","7176","-3529","3","-5","13","3","-2","3","3","-5"
"13:34:57.625065","2208","-1226","862","-2119","1299","1605","-14191","1761","7176","-3529","-1","-15","-37","-2","-6","8","6","-6"
"13:34:57.625467","2208","-1226","862","-2119","1299","1605","-14191","1761","7176","-3529","-1","-4","6","-29","-1","-44","-22","4"
"13:34:57.638490","2273","-1121","851","-1150","1645","2360","-14191","2186","6936","-3766","-8","-1","11","23","-1","47","17","-5"
"13:34:57.639055","2273","-1121","851","-1150","1645","2360","-14191","2186","6936","-3766","7","2","9","7","2","-7","-3","-5"
