"2018-08-16T19:52:24.009654","emg","0","-2","-2","-2","-4","-16","-1","1","2018-08-16T19:52:24.008317"
"2018-08-16T19:52:24.010238","emg","1","0","0","-2","2","-2","0","-2","2018-08-16T19:52:24.008952"
"2018-08-16T19:52:24.017684","acc","906","-79","1630","gyro","-12","-11","3","quat","-12798","-2033","3564","-9373","2018-08-16T19:52:24.016359"
"2018-08-16T19:52:24.019336","emg","0","-1","0","-2","-2","-9","-2","-2","2018-08-16T19:52:24.018328"
"2018-08-16T19:52:24.019694","emg","-1","0","-1","-1","1","3","2","0","2018-08-16T19:52:24.018894"
"2018-08-16T19:52:24.031542","emg","-4","-1","-4","1","-2","3","2","-4","2018-08-16T19:52:24.030499"
"2018-08-16T19:52:24.031911","emg","0","0","-1","0","0","-4","-1","2","2018-08-16T19:52:24.031076"
"2018-08-16T19:52:24.038926","acc","909","-92","1638","gyro","-16","-11","3","quat","-12798","-2033","3564","-9372","2018-08-16T19:52:24.038389"
"2018-08-16T19:52:24.039492","emg","-2","0","-1","-1","0","1","2","0","2018-08-16T19:52:24.039136"
"2018-08-16T19:52:24.039643","emg","0","-1","-1","0","-7","-5","-2","1","2018-08-16T19:52:24.039310"
"2018-08-16T19:52:24.045191","emg","-1","-2","1","-2","4","0","-3","-3","2018-08-16T19:52:24.044791"
"2018-08-16T19:52:24.045448","emg","-2","-3","0","0","-1","1","-2","-10","2018-08-16T19:52:24.044979"
"2018-08-16T19:52:24.061188","acc","914","-92","1650","gyro","-12","-13","5","quat","-12798","-2033","3563","-9372","2018-08-16T19:52:24.060671"
"2018-08-16T19:52:24.061761","emg","-3","-1","-1","-3","-1","-12","-4","-2","2018-08-16T19:52:24.061335"
"2018-08-16T19:52:24.061882","emg","-1","0","0","0","2","8","1","0","2018-08-16T19:52:24.061543"
"2018-08-16T19:52:24.067786","emg","-1","0","-3","-1","-3","2","-1","0","2018-08-16T19:52:24.067264"
"2018-08-16T19:52:24.067997","emg","-2","-1","-1","-3","-2","-4","-5","-5","2018-08-16T19:52:24.067494"
"2018-08-16T19:52:24.076397","acc","916","-76","1648","gyro","-16","-20","12","quat","-12796","-2035","3567","-9372","2018-08-16T19:52:24.075869"
"2018-08-16T19:52:24.076904","emg","-1","-1","-3","0","-2","-10","0","1","2018-08-16T19:52:24.076524"
"2018-08-16T19:52:24.077024","emg","0","-1","-1","-1","-1","-4","-2","0","2018-08-16T19:52:24.076695"
"2018-08-16T19:52:24.090554","emg","1","-4","-1","0","-2","0","-2","-1","2018-08-16T19:52:24.089889"
"2018-08-16T19:52:24.090777","emg","-3","-1","-1","-2","1","-3","2","0","2018-08-16T19:52:24.090192"
"2018-08-16T19:52:24.099813","acc","919","-85","1639","gyro","-25","-21","15","quat","-12795","-2036","3572","-9372","2018-08-16T19:52:24.098651"
"2018-08-16T19:52:24.100663","emg","2","0","-1","-1","-1","-4","-4","-2","2018-08-16T19:52:24.099932"
"2018-08-16T19:52:24.100972","emg","-3","-1","-2","0","0","1","-1","-4","2018-08-16T19:52:24.100239"
"2018-08-16T19:52:24.105977","emg","1","-2","1","0","0","-2","0","3","2018-08-16T19:52:24.105089"
"2018-08-16T19:52:24.106337","emg","0","-2","0","0","0","-12","-4","0","2018-08-16T19:52:24.105471"
"2018-08-16T19:52:24.122155","acc","922","-101","1661","gyro","-41","-35","24","quat","-12792","-2033","3582","-9373","2018-08-16T19:52:24.121088"
"2018-08-16T19:52:24.123288","emg","0","-2","0","-2","1","17","2","0","2018-08-16T19:52:24.122531"
"2018-08-16T19:52:24.123634","emg","2","0","-2","-2","0","-1","0","-3","2018-08-16T19:52:24.122875"
"2018-08-16T19:52:24.128897","emg","-2","0","-3","-2","-3","-6","-3","-1","2018-08-16T19:52:24.127921"
"2018-08-16T19:52:24.129249","emg","-1","-1","1","1","-2","1","-3","-1","2018-08-16T19:52:24.128373"
"2018-08-16T19:52:24.137026","acc","912","-50","1664","gyro","-79","-61","47","quat","-12788","-2031","3595","-9375","2018-08-16T19:52:24.136016"
"2018-08-16T19:52:24.138267","emg","-1","-1","1","-1","-1","-3","-1","-2","2018-08-16T19:52:24.137428"
"2018-08-16T19:52:24.138624","emg","-1","0","0","-1","2","-5","-2","1","2018-08-16T19:52:24.137845"
"2018-08-16T19:52:24.151868","emg","-1","-2","-1","0","0","2","-1","1","2018-08-16T19:52:24.150607"
"2018-08-16T19:52:24.152268","emg","0","-1","-3","0","0","1","0","-8","2018-08-16T19:52:24.151182"
"2018-08-16T19:52:24.160268","acc","916","-70","1660","gyro","-140","-67","60","quat","-12783","-2019","3617","-9375","2018-08-16T19:52:24.158995"
"2018-08-16T19:52:24.161525","emg","-3","-1","-3","-2","0","-1","0","-4","2018-08-16T19:52:24.160694"
"2018-08-16T19:52:24.161925","emg","-1","-2","0","-2","2","-2","1","0","2018-08-16T19:52:24.161051"
"2018-08-16T19:52:24.174465","emg","-2","-1","1","-2","-1","0","-2","-2","2018-08-16T19:52:24.173143"
"2018-08-16T19:52:24.174861","emg","0","1","-1","-2","-1","0","1","0","2018-08-16T19:52:24.173661"
"2018-08-16T19:52:24.182422","acc","940","-129","1677","gyro","-161","-70","66","quat","-12777","-2001","3645","-9377","2018-08-16T19:52:24.181226"
"2018-08-16T19:52:24.183767","emg","-1","0","-1","1","2","-3","-1","0","2018-08-16T19:52:24.182845"
"2018-08-16T19:52:24.184257","emg","-1","0","0","0","-3","-2","-1","-1","2018-08-16T19:52:24.183276"
"2018-08-16T19:52:24.189418","emg","-1","1","-2","-2","-2","-4","-7","-2","2018-08-16T19:52:24.188191"
"2018-08-16T19:52:24.189806","emg","0","-3","0","0","-2","5","3","1","2018-08-16T19:52:24.188778"
"2018-08-16T19:52:24.197919","acc","953","-110","1698","gyro","-165","-79","78","quat","-12769","-1984","3673","-9379","2018-08-16T19:52:24.196675"
"2018-08-16T19:52:24.199174","emg","-1","-1","-1","1","0","2","0","-2","2018-08-16T19:52:24.198329"
"2018-08-16T19:52:24.199574","emg","0","-2","0","2","3","5","0","2","2018-08-16T19:52:24.198689"
"2018-08-16T19:52:24.211539","emg","1","-2","1","0","2","-14","2","-4","2018-08-16T19:52:24.210381"
