"timestamp","acc1","acc2","acc3","gyro1","gyro2","gyro3","orientation1","orientation2","orientation3","orientation4","emg1","emg2","emg3","emg4","emg5","emg6","emg7","emg8"
"15:40:06.965584","856","-159","1692","-8","-4","1","11482","2130","-3212","11033","-2","-1","-2","-2","-1","0","2","-1"
"15:40:06.966148","856","-159","1692","-8","-4","1","11482","2130","-3212","11033","-1","-1","-1","-3","-1","-2","-2","-2"
"15:40:06.972498","856","-159","1692","-8","-4","1","11482","2130","-3212","11033","-2","-2","-2","-2","-3","0","0","2"
"15:40:06.972925","856","-159","1692","-8","-4","1","11482","2130","-3212","11033","0","0","0","-1","0","-2","1","1"
"15:40:06.987375","852","-168","1705","4","-13","0","11482","2130","-3212","11033","-1","-3","-3","-2","-2","0","-3","-5"
"15:40:06.987589","852","-168","1705","4","-13","0","11482","2130","-3212","11033","-1","0","0","1","0","-1","0","0"
"15:40:06.993371","852","-168","1705","4","-13","0","11482","2130","-3212","11033","-2","1","-1","-2","0","0","1","2"
"15:40:06.993550","852","-168","1705","4","-13","0","11482","2130","-3212","11033","-2","-2","1","-2","-1","1","-1","-4"
"15:40:07.000849","850","-149","1711","2","-17","3","11481","2132","-3212","11033","0","-1","0","-1","1","-3","-2","0"
"15:40:07.001017","850","-149","1711","2","-17","3","11481","2132","-3212","11033","-3","-1","-4","-26","-22","-5","-4","1"
"15:40:07.016343","850","-149","1711","2","-17","3","11481","2132","-3212","11033","-1","0","-2","26","11","-1","-2","0"
"15:40:07.016565","850","-149","1711","2","-17","3","11481","2132","-3212","11033","-1","0","3","2","5","0","-2","-2"
"15:40:07.024574","848","-119","1759","-4","-42","19","11479","2136","-3213","11035","0","1","4","0","-21","2","0","-1"
"15:40:07.024883","848","-119","1759","-4","-42","19","11479","2136","-3213","11035","1","-4","-10","5","7","-3","1","2"
"15:40:07.031263","848","-119","1759","-4","-42","19","11479","2136","-3213","11035","0","2","13","-26","15","1","-2","-2"
"15:40:07.031477","848","-119","1759","-4","-42","19","11479","2136","-3213","11035","-3","1","6","23","16","2","0","-2"
"15:40:07.047306","764","68","1967","7","-154","131","11465","2154","-3204","11048","-3","-7","-15","-12","-34","-7","-2","-2"
"15:40:07.047806","764","68","1967","7","-154","131","11465","2154","-3204","11048","3","3","8","-10","-8","0","-2","0"
"15:40:07.054468","764","68","1967","7","-154","131","11465","2154","-3204","11048","0","9","-10","-30","-82","-11","-4","-1"
"15:40:07.054778","764","68","1967","7","-154","131","11465","2154","-3204","11048","-3","-12","21","58","99","10","-1","-2"
"15:40:07.062052","707","271","2116","-26","-402","265","11432","2199","-3211","11071","6","19","16","-87","-89","0","-2","3"
"15:40:07.062410","707","271","2116","-26","-402","265","11432","2199","-3211","11071","-3","-18","-60","-24","6","-8","-3","-2"
"15:40:07.077114","707","271","2116","-26","-402","265","11432","2199","-3211","11071","0","-7","37","20","72","-1","0","-2"
"15:40:07.077488","707","271","2116","-26","-402","265","11432","2199","-3211","11071","7","17","35","18","81","22","7","7"
"15:40:07.085458","922","458","1665","-1471","-618","417","11406","2123","-3436","11046","-6","-14","3","-22","33","14","3","2"
"15:40:07.085828","922","458","1665","-1471","-618","417","11406","2123","-3436","11046","11","16","46","109","-28","-14","-2","14"
"15:40:07.092128","922","458","1665","-1471","-618","417","11406","2123","-3436","11046","-11","7","-18","-18","-8","4","-1","-17"
"15:40:07.092506","922","458","1665","-1471","-618","417","11406","2123","-3436","11046","-19","-5","-51","-90","-128","-12","-8","-13"
"15:40:07.107581","1791","-103","1354","-3489","317","497","11429","1649","-3838","10970","2","4","15","127","100","-1","-5","0"
"15:40:07.107952","1791","-103","1354","-3489","317","497","11429","1649","-3838","10970","-6","-1","19","-94","11","-19","-5","-6"
"15:40:07.114359","1791","-103","1354","-3489","317","497","11429","1649","-3838","10970","4","-8","-23","-30","-56","-3","-11","10"
"15:40:07.114739","1791","-103","1354","-3489","317","497","11429","1649","-3838","10970","8","6","-4","40","31","-13","0","2"
"15:40:07.114359","1925","-1331","2173","-2177","1151","646","11429","1212","-3988","10973","4","-8","-23","-30","-56","-3","-11","10"
"15:40:07.114739","1925","-1331","2173","-2177","1151","646","11429","1212","-3988","10973","8","6","-4","40","31","-13","0","2"
"15:40:07.130864","1925","-1331","2173","-2177","1151","646","11429","1212","-3988","10973","-13","-13","7","48","79","14","4","-19"
"15:40:07.131166","1925","-1331","2173","-2177","1151","646","11429","1212","-3988","10973","11","3","-24","41","62","10","10","28"
"15:40:07.136906","1628","-1385","2123","266","1804","949","11382","984","-3765","11123","-16","-15","43","-65","-28","8","2","-15"
"15:40:07.137227","1628","-1385","2123","266","1804","949","11382","984","-3765","11123","3","3","-29","-109","-103","-9","-6","-5"
"15:40:07.146369","1628","-1385","2123","266","1804","949","11382","984","-3765","11123","3","1","19","32","-26","-16","-7","2"
"15:40:07.146669","1628","-1385","2123","266","1804","949","11382","984","-3765","11123","8","-2","-22","0","-7","13","4","-1"
"15:40:07.151945","1024","-346","2160","923","2256","942","11347","792","-3382","11296","-4","0","0","-11","32","16","7","9"
"15:40:07.152265","1024","-346","2160","923","2256","942","11347","792","-3382","11296","-10","-13","-6","-72","7","-19","-3","-5"
"15:40:07.169091","1024","-346","2160","923","2256","942","11347","792","-3382","11296","16","0","6","1","-5","7","-1","4"
"15:40:07.169527","1024","-346","2160","923","2256","942","11347","792","-3382","11296","6","7","-2","-103","-45","11","1","7"
