"2018-04-15T20:52:50.381826","emg","-9","-2","-2","-3","-2","0","0","-2","2018-04-15T20:52:50.380624"
"2018-04-15T20:52:50.382231","emg","6","3","0","2","2","0","0","3","2018-04-15T20:52:50.381197"
"2018-04-15T20:52:50.390095","emg","-1","-1","0","-2","-1","0","-1","-2","2018-04-15T20:52:50.388882"
"2018-04-15T20:52:50.390469","emg","-1","-4","-4","-3","-4","-3","-1","-1","2018-04-15T20:52:50.389485"
"2018-04-15T20:52:50.391626","acc","1041","-1761","-621","gyro","-24","28","3","quat","2145","-9108","9553","-9467","2018-04-15T20:52:50.390791"
"2018-04-15T20:52:50.396708","emg","-2","0","2","-1","-1","-2","-2","-4","2018-04-15T20:52:50.395445"
"2018-04-15T20:52:50.397291","emg","-2","-1","-1","-1","0","0","1","3","2018-04-15T20:52:50.396020"
"2018-04-15T20:52:50.412260","emg","1","0","-3","-1","-1","1","0","-2","2018-04-15T20:52:50.411160"
"2018-04-15T20:52:50.412576","emg","-6","0","0","0","0","-2","-5","-12","2018-04-15T20:52:50.411722"
"2018-04-15T20:52:50.413621","acc","1045","-1792","-628","gyro","-19","35","1","quat","2141","-9103","9556","-9470","2018-04-15T20:52:50.412820"
"2018-04-15T20:52:50.419316","emg","6","0","0","-1","0","1","1","11","2018-04-15T20:52:50.418250"
"2018-04-15T20:52:50.419676","emg","-10","-2","0","-4","-2","-6","-9","-31","2018-04-15T20:52:50.418713"
"2018-04-15T20:52:50.425950","emg","15","1","1","5","6","5","11","42","2018-04-15T20:52:50.425144"
"2018-04-15T20:52:50.426279","emg","-3","-3","-2","-4","-5","-3","-4","-5","2018-04-15T20:52:50.425508"
"2018-04-15T20:52:50.433638","acc","1032","-1776","-638","gyro","7","38","14","quat","2141","-9096","9558","-9474","2018-04-15T20:52:50.432800"
"2018-04-15T20:52:50.441336","emg","5","3","4","4","2","3","5","12","2018-04-15T20:52:50.440234"
"2018-04-15T20:52:50.441763","emg","-8","1","-1","4","4","6","-3","-19","2018-04-15T20:52:50.440744"
"2018-04-15T20:52:50.450022","emg","8","0","3","2","2","0","5","22","2018-04-15T20:52:50.448889"
"2018-04-15T20:52:50.450343","emg","-4","-1","-1","2","-3","-5","-3","-13","2018-04-15T20:52:50.449442"
"2018-04-15T20:52:50.451279","acc","1009","-1752","-593","gyro","-37","10","30","quat","2143","-9090","9565","-9472","2018-04-15T20:52:50.450567"
"2018-04-15T20:52:50.456408","emg","-6","-2","-3","-2","-4","-7","-12","-23","2018-04-15T20:52:50.455377"
"2018-04-15T20:52:50.456722","emg","8","-3","-5","-5","-3","0","7","38","2018-04-15T20:52:50.455886"
"2018-04-15T20:52:50.471740","emg","-4","1","2","6","6","9","4","-15","2018-04-15T20:52:50.470828"
"2018-04-15T20:52:50.472128","emg","-2","0","-1","-4","-5","-8","-5","-3","2018-04-15T20:52:50.471263"
