"timestamp","acc1","acc2","acc3","gyro1","gyro2","gyro3","orientation1","orientation2","orientation3","orientation4","emg1","emg2","emg3","emg4","emg5","emg6","emg7","emg8"
"20:41:41.795496","764","1074","1366","-36","-7","-25","-14933","-5632","2294","-2912","0","0","2","-2","-7","4","4","4"
"20:41:41.796072","764","1074","1366","-36","-7","-25","-14933","-5632","2294","-2912","-4","-2","-2","-1","-3","-2","-10","0"
"20:41:41.808682","764","1074","1366","-36","-7","-25","-14933","-5632","2294","-2912","0","0","6","0","0","3","-2","-7"
"20:41:41.809101","764","1074","1366","-36","-7","-25","-14933","-5632","2294","-2912","-3","3","-8","-6","1","-3","-2","4"
"20:41:41.816243","790","1106","1355","-55","-9","-29","-14935","-5627","2302","-2907","-5","-3","-7","-6","-2","-2","-2","-3"
"20:41:41.816595","790","1106","1355","-55","-9","-29","-14935","-5627","2302","-2907","3","3","3","5","1","4","-1","-1"
"20:41:41.823610","790","1106","1355","-55","-9","-29","-14935","-5627","2302","-2907","-1","-2","4","-1","-3","3","-3","0"
"20:41:41.823968","790","1106","1355","-55","-9","-29","-14935","-5627","2302","-2907","-2","-4","-8","1","0","-1","3","0"
"20:41:41.839380","762","1082","1365","-85","-52","-42","-14939","-5616","2314","-2896","0","1","12","4","0","-2","3","0"
"20:41:41.839739","762","1082","1365","-85","-52","-42","-14939","-5616","2314","-2896","-2","-10","-12","-3","-4","-6","6","-1"
"20:41:41.845807","762","1082","1365","-85","-52","-42","-14939","-5616","2314","-2896","-3","-11","-8","-2","-2","-3","-2","2"
"20:41:41.846187","762","1082","1365","-85","-52","-42","-14939","-5616","2314","-2896","3","-3","7","-1","-3","2","-1","0"
"20:41:41.854075","723","1056","1366","-103","-85","-40","-14945","-5601","2330","-2883","2","3","6","0","-3","0","-1","5"
"20:41:41.854474","723","1056","1366","-103","-85","-40","-14945","-5601","2330","-2883","-1","2","-2","0","-2","1","2","-1"
"20:41:41.867610","723","1056","1366","-103","-85","-40","-14945","-5601","2330","-2883","-4","5","0","-2","-3","-3","-5","-2"
"20:41:41.867917","723","1056","1366","-103","-85","-40","-14945","-5601","2330","-2883","-3","-9","-28","-5","-1","-6","-6","-6"
"20:41:41.876558","707","1041","1371","-101","-91","-24","-14950","-5586","2347","-2871","-2","2","28","-3","1","-1","-2","-7"
"20:41:41.877136","707","1041","1371","-101","-91","-24","-14950","-5586","2347","-2871","2","8","-2","-3","0","3","-4","0"
"20:41:41.882707","707","1041","1371","-101","-91","-24","-14950","-5586","2347","-2871","4","7","9","9","-2","1","-1","2"
"20:41:41.883024","707","1041","1371","-101","-91","-24","-14950","-5586","2347","-2871","0","0","3","4","7","2","1","1"
"20:41:41.898294","696","1051","1403","-48","-71","-15","-14953","-5577","2357","-2864","0","-4","-14","-12","2","-3","2","-1"
"20:41:41.898652","696","1051","1403","-48","-71","-15","-14953","-5577","2357","-2864","-1","-4","-1","-5","-6","-3","3","-2"
"20:41:41.905517","696","1051","1403","-48","-71","-15","-14953","-5577","2357","-2864","-1","-1","-1","-3","3","-3","2","2"
"20:41:41.905826","696","1051","1403","-48","-71","-15","-14953","-5577","2357","-2864","-5","-5","-8","7","-14","-5","-2","4"
"20:41:41.913583","693","1056","1369","24","-46","-18","-14952","-5581","2360","-2858","-2","-3","-17","5","36","16","-5","2"
"20:41:41.913900","693","1056","1369","24","-46","-18","-14952","-5581","2360","-2858","2","7","21","5","-6","6","-3","-2"
"20:41:41.927616","693","1056","1369","24","-46","-18","-14952","-5581","2360","-2858","1","-7","-10","4","-4","-13","-7","-5"
"20:41:41.927918","693","1056","1369","24","-46","-18","-14952","-5581","2360","-2858","3","5","15","-7","1","6","6","-4"
"20:41:41.927616","699","1132","1379","51","-14","28","-14948","-5592","2359","-2861","1","-7","-10","4","-4","-13","-7","-5"
"20:41:41.927918","699","1132","1379","51","-14","28","-14948","-5592","2359","-2861","3","5","15","-7","1","6","6","-4"
"20:41:41.937495","699","1132","1379","51","-14","28","-14948","-5592","2359","-2861","-1","-9","-16","-5","-19","-6","-2","1"
"20:41:41.937797","699","1132","1379","51","-14","28","-14948","-5592","2359","-2861","-5","-7","-18","3","19","4","3","2"
"20:41:41.943293","775","1054","1349","87","28","178","-14936","-5601","2368","-2896","1","11","23","7","23","17","6","0"
"20:41:41.943629","775","1054","1349","87","28","178","-14936","-5601","2368","-2896","-2","1","-5","-29","-56","-28","-6","0"
"20:41:41.959989","775","1054","1349","87","28","178","-14936","-5601","2368","-2896","-5","0","2","22","70","13","-2","-4"
"20:41:41.960338","775","1054","1349","87","28","178","-14936","-5601","2368","-2896","0","-5","-7","-20","-84","-20","-6","-2"
"20:41:41.965855","820","1062","1274","202","20","189","-14915","-5632","2380","-2936","-1","-5","-11","1","-14","3","1","-2"
"20:41:41.966212","820","1062","1274","202","20","189","-14915","-5632","2380","-2936","3","0","3","4","11","12","-2","3"
"20:41:41.975094","820","1062","1274","202","20","189","-14915","-5632","2380","-2936","0","-3","-8","-19","-48","-20","-4","0"
"20:41:41.975445","820","1062","1274","202","20","189","-14915","-5632","2380","-2936","-3","-3","6","9","12","5","-1","-4"
"20:41:41.988417","836","926","1408","97","73","198","-14906","-5628","2388","-2982","-3","-8","-8","34","32","-9","1","-3"
"20:41:41.988791","836","926","1408","97","73","198","-14906","-5628","2388","-2982","-2","-16","-39","-76","-51","-12","-1","-3"
"20:41:41.997505","836","926","1408","97","73","198","-14906","-5628","2388","-2982","6","27","61","43","45","23","3","-6"
"20:41:41.997858","836","926","1408","97","73","198","-14906","-5628","2388","-2982","1","6","7","2","-15","-37","-11","10"
"20:41:42.003560","755","987","1445","315","185","180","-14889","-5656","2361","-3034","-8","-4","-15","-19","-3","44","-8","-6"
"20:41:42.003917","755","987","1445","315","185","180","-14889","-5656","2361","-3034","2","2","-2","25","27","-18","-1","9"
"20:41:42.020322","755","987","1445","315","185","180","-14889","-5656","2361","-3034","-2","-13","-20","-12","-15","-11","-2","-6"
"20:41:42.020673","755","987","1445","315","185","180","-14889","-5656","2361","-3034","2","-1","12","-2","-8","8","-1","-6"
"20:41:42.025864","631","1135","1286","418","18","71","-14861","-5728","2340","-3054","3","4","7","-2","23","8","0","-2"
"20:41:42.026228","631","1135","1286","418","18","71","-14861","-5728","2340","-3054","-10","-7","1","13","18","-11","-4","-10"
"20:41:42.042657","631","1135","1286","418","18","71","-14861","-5728","2340","-3054","4","1","-8","-10","-18","5","-7","-5"
"20:41:42.043008","631","1135","1286","418","18","71","-14861","-5728","2340","-3054","-4","2","-1","6","17","-19","7","11"
"20:41:42.048530","652","1499","1210","289","-125","-105","-14835","-5815","2330","-3024","2","-3","1","-14","-34","-25","3","5"
"20:41:42.048888","652","1499","1210","289","-125","-105","-14835","-5815","2330","-3024","-3","-1","4","3","9","5","-12","-11"
"20:41:42.057657","652","1499","1210","289","-125","-105","-14835","-5815","2330","-3024","-3","-5","-7","6","-8","-4","1","22"
"20:41:42.058008","652","1499","1210","289","-125","-105","-14835","-5815","2330","-3024","-4","-16","-44","-17","2","-25","-3","-14"
"20:41:42.062853","705","1524","1273","-261","-147","-250","-14847","-5816","2335","-2957","-1","9","9","-3","15","21","-6","-4"
"20:41:42.063204","705","1524","1273","-261","-147","-250","-14847","-5816","2335","-2957","3","6","12","15","13","14","1","2"
"20:41:42.080047","705","1524","1273","-261","-147","-250","-14847","-5816","2335","-2957","-1","6","4","-9","-12","-2","-1","-5"
"20:41:42.080356","705","1524","1273","-261","-147","-250","-14847","-5816","2335","-2957","-3","-3","-9","-6","11","12","4","-1"
"20:41:42.085651","703","1131","1387","-742","-50","-186","-14899","-5702","2352","-2903","-5","-7","-16","-11","-5","-8","-4","-2"
"20:41:42.085963","703","1131","1387","-742","-50","-186","-14899","-5702","2352","-2903","4","9","35","17","11","8","7","5"
"20:41:42.102686","703","1131","1387","-742","-50","-186","-14899","-5702","2352","-2903","-3","-17","-38","-11","-6","-23","3","-5"
"20:41:42.103038","703","1131","1387","-742","-50","-186","-14899","-5702","2352","-2903","3","6","25","8","9","51","10","-10"
"20:41:42.108589","645","832","1487","-558","-21","-42","-14943","-5588","2367","-2885","1","9","15","5","-12","2","2","2"
"20:41:42.108947","645","832","1487","-558","-21","-42","-14943","-5588","2367","-2885","-1","1","-2","6","10","3","3","-2"
"20:41:42.117639","645","832","1487","-558","-21","-42","-14943","-5588","2367","-2885","-6","-2","-2","-4","-4","-9","5","0"
"20:41:42.117987","645","832","1487","-558","-21","-42","-14943","-5588","2367","-2885","-3","-5","-4","-7","1","-12","-7","3"
"20:41:42.122938","629","824","1404","-77","-132","-55","-14953","-5562","2385","-2870","-2","-7","-4","-5","-9","-1","-4","0"
"20:41:42.123295","629","824","1404","-77","-132","-55","-14953","-5562","2385","-2870","-3","-5","-6","-1","5","-4","17","-4"
"20:41:42.140476","629","824","1404","-77","-132","-55","-14953","-5562","2385","-2870","1","1","2","-3","-9","1","-20","-8"
"20:41:42.140827","629","824","1404","-77","-132","-55","-14953","-5562","2385","-2870","-2","3","2","9","6","-12","-2","5"
"20:41:42.145830","725","1041","1386","142","-160","-122","-14945","-5589","2399","-2845","3","-5","-3","-6","-6","-3","-3","2"
"20:41:42.146213","725","1041","1386","142","-160","-122","-14945","-5589","2399","-2845","1","-1","-4","2","0","1","-3","-9"
"20:41:42.162868","725","1041","1386","142","-160","-122","-14945","-5589","2399","-2845","-3","-9","-30","-4","-3","9","2","-5"
"20:41:42.163214","725","1041","1386","142","-160","-122","-14945","-5589","2399","-2845","-1","15","46","1","3","11","4","-2"
"20:41:42.167815","738","1148","1372","180","-104","-97","-14934","-5628","2404","-2826","-1","-6","-9","2","2","-21","-3","12"
